Route,HTTP Status,Page Type,A++ Applied,Content Present,Main CTA,Mobile,RTL,Overflow,JS Error,Result
"/services/إصدار-بطاقة-منشأة-للقطاع-الخاص-أو-المنطقة-الحرة-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/إصدار-تأشيرة-سياحية-متعددة-الدخول-لمدة-5-سنوات-عبر-icp/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/إصدار-تأشيرة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/إصدار-تصريح-إقامة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/إصدار-تصريح-عمل-جديد-لعامل-مساعد/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/إصدار-عرض-العمل-ضمن-طلب-تصريح-العمل/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/إصدار-عقد-عمل-جديد-لعامل-مساعد/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/إلغاء-إذن-دخول-أو-تأشيرة-صادرة-من-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/إلغاء-بطاقة-المنشأة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/إلغاء-بطاقة-المنشأة-في-دبي-لجميع-الفئات/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/إلغاء-بلاغ-انقطاع-عن-العمل/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/إلغاء-تأشيرة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/إلغاء-تصريح-عمل-عامل-مساعد/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/إلغاء-تصريح-لعامل-لديه-قضية-عمالية/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/إلغاء-عقد-عمل-عامل-مساعد/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/إلغاء-ملف-أو-بطاقة-المنشأة/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/استرداد-رسوم-إصدار-الهوية-غير-المكتمل/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/الإعفاء-من-غرامة-تأخير-الهوية/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/الاستعلام-عن-غرامات-ملف-أو-مكفول-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/التسجيل-والمتابعة-في-wps/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/التفويض-الإلكتروني-للمنشأة-بديل-بطاقة-التوقيع-الإلكتروني/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/بدل-فاقد-أو-تالف-للهوية/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/بلاغ-انقطاع-عامل-مساعد/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/بلاغ-انقطاع-عن-العمل/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تأسيس-شركة-في-المنطقة-الحرة-بالفجيرة/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تأسيس-منشأة-جديدة-في-عجمان/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تأشيرة-استكشاف-فرص-تأسيس-الأعمال-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تأشيرة-استكشاف-فرص-تأسيس-الأعمال-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تأشيرة-استكشاف-فرص-عمل-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تأشيرة-استكشاف-فرص-عمل-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تأشيرة-زيارة-قريب-أو-صديق-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تأشيرة-زيارة-قريب-أو-صديق-لدخول-واحد-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تأشيرة-سياحية-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تأشيرة-سياحية-لدخول-واحد-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تجديد-إقامة-أفراد-الأسرة-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تجديد-إقامة-موظف-في-القطاع-الخاص-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تجديد-بطاقة-المنشأة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تجديد-بطاقة-المنشأة-في-دبي-لجميع-الفئات/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تجديد-تصريح-إقامة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تجديد-تصريح-العمل/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/تجديد-عقد-عمل-عامل-مساعد/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/تحديث-بيانات-الهوية/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تصديق-مستند-تجاري-دولي-عدا-الفاتورة-وشهادة-المنشأ/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/تصديق-مستند-شخصي-داخل-الإمارات/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تصريح-بقاء-خارج-الدولة-لأكثر-من-6-أشهر-عبر-icp/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تصريح-تدريب-وعمل-طالب/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تصريح-عمل-جزئي/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/تصريح-عمل-حدث/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تصنيف-المنشأة/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/تعديل-أو-إضافة-بيانات-بطاقة-المنشأة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تعديل-الوضع-داخل-الدولة-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تعديل-بيانات-بطاقة-المنشأة-في-دبي-لجميع-الفئات/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تعديل-بيانات-جميع-أنواع-الإقامة-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/تعديل-تصاريح-وعقود-العمل/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تعديل-عقد-وتصريح-عمل-عامل-مساعد/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/تغيير-الوضع-عبر-icp-ضمن-إصدار-الإقامة-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/تقرير-تفاصيل-الإقامة-عبر-icp/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/تقرير-تقييم-المنشأة/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/تمديد-التأشيرة-أو-إذن-الدخول/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/حصة-تصاريح-العمل-للمنشأة/","200","Service Detail","true","true","بدء المعاملة الرسمية ↗","true","true","false","","PASS"
"/services/خدمات-نافس-للمنشآت/","200","Service Detail","true","true","فتح المسار الصحيح","true","true","false","","PASS"
"/services/سحب-بلاغ-انقطاع-بطلب-العامل-المساعد/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/سحب-بلاغ-انقطاع-عامل-مساعد-من-صاحب-العمل/","200","Service Detail","true","true","فتح بطاقة الخدمة الرسمية واختيار الفئة ↗","true","true","false","","PASS"
"/services/سداد-غرامات-مخالفي-قانون-الإقامة-في-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/سداد-غرامة-مخالفة-تأشيرة-أو-إقامة-عبر-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/services/ضمان-أو-تأمين-العامل/","200","Service Detail","true","true","None","true","true","false","","PASS"
"/services/متابعة-حالة-طلب-أو-ملف-لدى-gdrfa-دبي/","200","Service Detail","true","true","فتح صفحة الخدمة الحكومية الرسمية","true","true","false","","PASS"
"/services/متابعة-حالة-طلب-تأشيرة-لدى-icp-خارج-دبي/","200","Service Detail","true","true","بطاقة المعلومات الرسمية ↗","true","true","false","","PASS"
"/updates/","200","Content","true","true","None","true","true","false","","PASS"
